EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome2,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM978,34,26-35,No,Non-Travel,Research & Development,1,Technical Degree,1,Female,2,Research Scientist,3,Divorced," 2,029","? 2,029",Upto 5k,1,No,20,4,5,2,3,5,4,0,0
RM980,34,26-35,No,Travel_Rarely,Research & Development,3,Medical,2,Male,3,Laboratory Technician,3,Married," 5,429","? 5,429",5k-10k,4,No,13,3,10,1,3,8,7,7,7
RM984,34,26-35,No,Travel_Rarely,Research & Development,4,Technical Degree,3,Female,3,Healthcare Representative,4,Single," 6,687","? 6,687",5k-10k,1,No,11,3,14,2,4,14,11,4,11
RM1256,33,26-35,Yes,Travel_Rarely,Sales,3,Life Sciences,1,Female,3,Sales Executive,1,Single," 8,564","? 8,564",5k-10k,2,Yes,20,4,11,2,2,0,0,0,0
RM235,33,26-35,Yes,Travel_Rarely,Research & Development,3,Medical,3,Male,3,Laboratory Technician,4,Married," 2,436","? 2,436",Upto 5k,5,Yes,13,3,8,2,1,5,4,0,4
RM237,33,26-35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,Female,3,Laboratory Technician,1,Married," 2,707","? 2,707",Upto 5k,7,No,20,4,13,3,4,9,7,1,7
RM364,33,26-35,Yes,Travel_Rarely,Sales,3,Marketing,4,Female,3,Sales Representative,3,Single," 2,851","? 2,851",Upto 5k,1,Yes,13,3,1,2,3,1,0,0,0
RM436,33,26-35,Yes,Travel_Rarely,Research & Development,1,Medical,2,Male,3,Manager,3,Married," 13,610","? 13,610",10k-15k,7,Yes,12,3,15,2,4,7,6,7,7
RM437,33,26-35,Yes,Travel_Rarely,Research & Development,1,Medical,1,Male,1,Laboratory Technician,4,Divorced," 3,408","? 3,408",Upto 5k,7,No,13,3,8,2,3,4,3,1,3
RM515,33,26-35,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,Research Scientist,1,Single," 3,348","? 3,348",Upto 5k,1,Yes,11,3,10,3,3,10,8,9,7
RM563,33,26-35,Yes,Travel_Rarely,Research & Development,4,Other,4,Male,3,Research Scientist,4,Single," 2,686","? 2,686",Upto 5k,1,Yes,13,3,10,2,2,10,9,7,8
RM592,33,26-35,Yes,Travel_Rarely,Sales,3,Marketing,1,Female,3,Sales Executive,1,Single," 5,324","? 5,324",5k-10k,5,No,15,3,6,3,3,3,2,0,2
RM793,33,26-35,Yes,Travel_Frequently,Research & Development,4,Medical,1,Female,2,Research Scientist,3,Single," 4,508","? 4,508",Upto 5k,1,No,22,4,14,4,3,13,7,3,8
RM799,33,26-35,Yes,Travel_Rarely,Research & Development,3,Medical,1,Male,2,Research Scientist,2,Single," 2,313","? 2,313",Upto 5k,4,Yes,20,4,5,0,3,2,2,2,2
RM830,33,26-35,Yes,Travel_Rarely,Sales,4,Marketing,1,Female,3,Sales Executive,1,Single," 8,224","? 8,224",5k-10k,0,Yes,17,3,6,3,3,5,2,0,3
RM004,33,26-35,No,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,Research Scientist,3,Married," 2,909","? 2,909",Upto 5k,1,Yes,11,3,8,3,3,8,7,3,0
RM031,33,26-35,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,Laboratory Technician,4,Single," 2,496","? 2,496",Upto 5k,4,No,11,3,7,3,3,1,1,0,
RM040,33,26-35,No,Travel_Frequently,Sales,3,Life Sciences,3,Female,4,Sales Executive,1,Married," 5,376","? 5,376",5k-10k,2,No,19,3,10,3,3,5,3,1,3
RM056,33,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,3,Research Director,4,Single," 13,458","? 13,458",10k-15k,1,Yes,12,3,15,1,3,15,14,8,12
RM1048,33,26-35,No,Travel_Frequently,Sales,3,Medical,4,Male,3,Sales Executive,1,Married," 4,373","? 4,373",Upto 5k,0,No,14,3,5,2,3,4,3,0,3
RM1067,33,26-35,No,Travel_Rarely,Research & Development,4,Medical,1,Female,2,Laboratory Technician,2,Married," 3,838","? 3,838",Upto 5k,8,No,11,3,8,5,3,5,4,0,2
RM1075,33,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,4,Male,3,Healthcare Representative,3,Single," 6,388","? 6,388",5k-10k,2,Yes,17,3,14,6,3,0,0,0,0
RM1092,33,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,Manufacturing Director,2,Single," 4,320","? 4,320",Upto 5k,1,No,13,3,5,2,3,5,3,0,2
RM1096,33,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,2,Male,3,Laboratory Technician,3,Married," 5,207","? 5,207",5k-10k,1,Yes,12,3,15,3,3,15,14,5,7
RM1106,33,26-35,No,Travel_Rarely,Sales,4,Life Sciences,1,Male,3,Sales Executive,1,Married," 6,392","? 6,392",5k-10k,2,No,13,3,8,6,1,2,2,2,2
RM1190,33,26-35,No,Travel_Rarely,Sales,4,Medical,4,Male,3,Sales Executive,4,Divorced," 5,505","? 5,505",5k-10k,1,No,14,3,6,5,3,6,2,0,4
RM1199,33,26-35,No,Non-Travel,Sales,3,Life Sciences,3,Female,3,Sales Executive,4,Divorced," 5,368","? 5,368",5k-10k,1,Yes,25,4,7,2,3,6,5,1,2
RM1211,33,26-35,No,Travel_Rarely,Research & Development,3,Medical,2,Male,4,Laboratory Technician,2,Married," 2,028","? 2,028",Upto 5k,1,No,18,3,14,6,3,14,11,2,13
RM122,33,26-35,No,Non-Travel,Sales,2,Marketing,3,Male,3,Sales Executive,2,Married," 6,146","? 6,146",5k-10k,0,No,13,3,8,2,4,7,7,0,7
RM1254,33,26-35,No,Non-Travel,Sales,3,Marketing,4,Female,3,Sales Executive,2,Single," 5,147","? 5,147",5k-10k,8,No,15,3,13,2,2,11,7,1,7
RM1266,33,26-35,No,Non-Travel,Research & Development,3,Technical Degree,4,Male,3,Research Scientist,2,Divorced," 3,055","? 3,055",Upto 5k,5,No,15,3,11,2,2,9,8,1,7
RM1283,33,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,4,Research Scientist,1,Married," 3,143","? 3,143",Upto 5k,6,No,19,3,14,1,3,10,8,7,6
RM1364,33,26-35,No,Travel_Rarely,Sales,4,Marketing,2,Male,3,Sales Executive,3,Single," 5,487","? 5,487",5k-10k,1,No,14,3,10,2,2,10,4,0,9
RM1399,33,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,Healthcare Representative,3,Divorced," 5,968","? 5,968",5k-10k,1,No,20,4,9,2,3,9,7,2,8
RM1416,33,26-35,No,Non-Travel,Research & Development,2,Medical,2,Male,2,Laboratory Technician,3,Divorced," 2,008","? 2,008",Upto 5k,1,No,12,3,1,2,2,1,1,0,0
RM1426,33,26-35,No,Travel_Rarely,Research & Development,2,Medical,2,Female,3,Healthcare Representative,4,Married," 4,878","? 4,878",Upto 5k,0,Yes,13,3,10,6,3,9,7,8,1
RM177,33,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Male,3,Research Scientist,4,Single," 2,500","? 2,500",Upto 5k,0,No,14,3,4,2,4,3,1,0,2
RM186,33,26-35,No,Travel_Rarely,Research & Development,3,Medical,4,Female,3,Research Scientist,2,Married," 2,756","? 2,756",Upto 5k,1,No,13,3,8,5,3,8,7,1,6
RM222,33,26-35,No,Travel_Rarely,Research & Development,4,Medical,3,Female,2,Research Scientist,2,Married," 2,622","? 2,622",Upto 5k,6,No,21,4,7,3,3,3,2,1,1
RM247,33,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,Research Scientist,4,Married," 2,911","? 2,911",Upto 5k,1,No,13,3,2,2,2,2,2,0,2
RM314,33,26-35,No,Travel_Frequently,Research & Development,4,Life Sciences,4,Female,3,Manager,2,Married," 11,878","? 11,878",10k-15k,6,No,11,3,12,2,3,10,6,8,8
RM329,33,26-35,No,Travel_Frequently,Sales,3,Marketing,2,Male,2,Sales Executive,4,Single," 4,682","? 4,682",Upto 5k,3,No,14,3,9,6,2,7,7,0,1
RM456,33,26-35,No,Travel_Rarely,Research & Development,5,Medical,1,Female,4,Research Director,3,Divorced," 16,184","? 16,184",15k+,4,No,19,3,10,2,3,6,1,0,5
RM500,33,26-35,No,Travel_Rarely,Sales,4,Marketing,3,Male,3,Sales Executive,3,Divorced," 7,104","? 7,104",5k-10k,0,No,12,3,6,3,3,5,0,1,2
RM510,33,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced," 7,725","? 7,725",5k-10k,3,No,23,4,15,2,1,13,11,4,7
RM591,33,26-35,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,Research Director,3,Married," 11,691","? 11,691",10k-15k,0,No,11,3,14,3,4,13,9,3,7
RM620,33,26-35,No,Travel_Rarely,Sales,3,Medical,1,Male,4,Sales Executive,1,Divorced," 4,037","? 4,037",Upto 5k,1,No,22,4,9,5,3,9,8,0,8
RM656,33,26-35,No,Travel_Rarely,Human Resources,2,Human Resources,4,Male,3,Human Resources,2,Divorced," 2,277","? 2,277",Upto 5k,3,Yes,11,3,7,4,4,4,3,0,3
RM674,33,26-35,No,Travel_Rarely,Research & Development,4,Other,3,Male,2,Research Scientist,1,Single," 2,799","? 2,799",Upto 5k,3,Yes,11,3,6,1,3,3,2,0,2
RM695,33,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,2,Healthcare Representative,4,Single," 6,949","? 6,949",5k-10k,0,No,14,3,6,3,3,5,0,1,4
RM711,33,26-35,No,Non-Travel,Sales,3,Life Sciences,4,Male,3,Manager,3,Single," 17,444","? 17,444",15k+,1,No,11,3,10,2,3,10,8,6,0
RM713,33,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,3,Research Scientist,4,Single," 3,452","? 3,452",Upto 5k,3,No,18,3,5,4,3,3,2,0,2
RM716,33,26-35,No,Travel_Frequently,Research & Development,4,Other,3,Female,4,Healthcare Representative,2,Married," 5,488","? 5,488",5k-10k,1,Yes,13,3,6,2,3,6,5,1,2
RM755,33,26-35,No,Non-Travel,Sales,1,Life Sciences,2,Female,2,Sales Representative,4,Single," 2,342","? 2,342",Upto 5k,0,No,19,3,3,2,2,2,2,2,2
RM791,33,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,Healthcare Representative,4,Divorced," 7,119","? 7,119",5k-10k,4,No,15,3,9,2,3,3,2,1,2
RM803,33,26-35,No,Travel_Frequently,Sales,3,Life Sciences,4,Female,3,Sales Executive,2,Married," 4,302","? 4,302",Upto 5k,0,No,17,3,4,3,3,3,2,0,2
RM864,33,26-35,No,Travel_Rarely,Human Resources,3,Human Resources,2,Male,3,Human Resources,3,Married," 3,600","? 3,600",Upto 5k,1,No,13,3,5,2,3,5,4,1,4
RM873,33,26-35,No,Travel_Frequently,Sales,3,Medical,2,Female,3,Sales Executive,3,Married," 4,539","? 4,539",Upto 5k,1,No,12,3,10,3,2,10,7,0,1
RM884,33,26-35,No,Travel_Rarely,Research & Development,3,Medical,1,Male,3,Research Scientist,4,Married," 2,781","? 2,781",Upto 5k,0,No,13,3,15,5,3,14,10,4,10
RM909,33,26-35,No,Travel_Rarely,Sales,5,Marketing,4,Male,4,Sales Executive,3,Divorced," 8,380","? 8,380",5k-10k,0,Yes,14,3,10,3,3,9,8,0,8
RM991,33,26-35,No,Travel_Frequently,Sales,1,Life Sciences,2,Male,3,Sales Executive,4,Married," 9,998","? 9,998",5k-10k,6,No,13,3,8,2,4,5,4,1,2
RM027,32,26-35,Yes,Travel_Frequently,Research & Development,1,Life Sciences,2,Female,1,Research Scientist,1,Single," 3,919","? 3,919",Upto 5k,1,Yes,22,4,10,5,3,10,2,6,
RM1206,32,26-35,Yes,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,Laboratory Technician,2,Single," 1,393","? 1,393",Upto 5k,1,No,12,3,1,2,3,1,0,0,0
RM1238,32,26-35,Yes,Travel_Rarely,Sales,2,Life Sciences,1,Male,1,Sales Executive,2,Single," 6,735","? 6,735",5k-10k,6,No,15,3,10,2,3,0,0,0,0
RM1327,32,26-35,Yes,Travel_Rarely,Sales,4,Marketing,3,Male,2,Sales Executive,2,Single," 9,907","? 9,907",5k-10k,7,Yes,12,3,7,3,2,2,2,2,2
RM1376,32,26-35,Yes,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,4,Research Scientist,3,Single," 2,432","? 2,432",Upto 5k,3,Yes,14,3,8,2,3,4,1,0,3
RM141,32,26-35,Yes,Travel_Rarely,Research & Development,3,Medical,1,Female,3,Laboratory Technician,1,Single," 4,200","? 4,200",Upto 5k,7,No,22,4,10,2,4,5,4,0,
RM211,32,26-35,Yes,Travel_Rarely,Sales,4,Medical,4,Male,1,Sales Executive,4,Married," 10,400","? 10,400",10k-15k,1,No,11,3,14,2,2,14,8,9,
RM240,32,26-35,Yes,Travel_Rarely,Research & Development,3,Life Sciences,4,Male,2,Laboratory Technician,3,Single," 3,730","? 3,730",Upto 5k,0,Yes,14,3,4,2,1,3,2,1,2
RM470,32,26-35,Yes,Non-Travel,Sales,4,Other,4,Male,4,Sales Executive,3,Married," 4,707","? 4,707",Upto 5k,8,No,12,3,6,2,3,4,2,1,2
RM657,32,26-35,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,Male,3,Laboratory Technician,4,Single," 2,795","? 2,795",Upto 5k,1,Yes,24,4,1,2,1,1,0,0,1
RM940,32,26-35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,3,Laboratory Technician,3,Married," 4,883","? 4,883",Upto 5k,1,No,18,3,10,3,3,10,4,1,1
RM006,32,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,3,Laboratory Technician,4,Single," 3,068","? 3,068",Upto 5k,0,No,13,3,8,2,2,7,7,3,6
RM017,32,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,1,Male,4,Research Scientist,2,Divorced," 3,298","? 3,298",Upto 5k,0,Yes,12,3,7,5,2,6,2,0,5
RM061,32,26-35,No,Travel_Rarely,Research & Development,3,Medical,1,Male,3,Manufacturing Director,4,Married," 6,162","? 6,162",5k-10k,1,Yes,22,4,9,3,3,9,8,7,8
RM074,32,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,2,Male,3,Research Scientist,2,Married," 6,220","? 6,220",5k-10k,1,No,17,3,10,3,3,10,4,0,
RM095,32,26-35,No,Travel_Rarely,Sales,4,Medical,2,Male,3,Sales Executive,3,Single," 5,010","? 5,010",5k-10k,1,No,16,3,12,0,3,11,8,5,7
RM102,32,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,3,Research Scientist,1,Single," 2,956","? 2,956",Upto 5k,1,No,13,3,1,2,3,1,0,0,0
RM1027,32,26-35,No,Travel_Rarely,Sales,5,Marketing,4,Male,3,Sales Executive,4,Married," 9,204","? 9,204",5k-10k,4,No,12,3,7,3,2,4,3,0,3
RM1076,32,26-35,No,Travel_Rarely,Research & Development,3,Medical,3,Male,3,Manager,4,Single," 11,244","? 11,244",10k-15k,2,No,25,4,10,5,4,5,2,0,0
RM1102,32,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,4,Female,2,Research Scientist,2,Married," 5,878","? 5,878",5k-10k,3,No,12,3,12,2,3,7,1,2,5
RM1114,32,26-35,No,Non-Travel,Research & Development,4,Technical Degree,4,Male,3,Research Scientist,1,Married," 4,087","? 4,087",Upto 5k,4,No,14,3,9,3,2,6,5,1,2
RM1140,32,26-35,No,Travel_Rarely,Research & Development,4,Other,2,Female,4,Research Scientist,4,Married," 3,312","? 3,312",Upto 5k,3,No,17,3,6,3,3,3,2,0,2
RM1191,32,26-35,No,Travel_Rarely,Research & Development,3,Medical,4,Male,3,Research Scientist,2,Divorced," 5,470","? 5,470",5k-10k,0,No,13,3,10,4,2,9,5,1,6
RM1227,32,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,Research Scientist,3,Married," 3,433","? 3,433",Upto 5k,6,No,13,3,10,3,2,5,2,1,3
RM1242,32,26-35,No,Travel_Rarely,Sales,3,Life Sciences,4,Male,1,Sales Executive,3,Married," 9,610","? 9,610",5k-10k,3,No,13,3,10,2,1,4,3,0,2
RM1261,32,26-35,No,Non-Travel,Research & Development,4,Technical Degree,2,Male,3,Research Scientist,2,Single," 2,718","? 2,718",Upto 5k,2,No,14,3,12,3,3,7,7,0,7
RM1320,32,26-35,No,Travel_Frequently,Sales,4,Marketing,4,Male,3,Sales Executive,4,Single," 4,648","? 4,648",Upto 5k,8,No,13,3,4,2,4,0,0,0,0
RM1389,32,26-35,No,Non-Travel,Research & Development,4,Medical,3,Female,3,Healthcare Representative,4,Divorced," 6,667","? 6,667",5k-10k,5,No,18,3,9,6,3,5,1,1,2
RM1395,32,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,2,Manufacturing Director,4,Single," 9,679","? 9,679",5k-10k,8,No,24,4,8,1,3,1,0,0,0
RM1427,32,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,2,Laboratory Technician,2,Single," 2,837","? 2,837",Upto 5k,1,No,13,3,6,3,3,6,2,4,1
RM1429,32,26-35,No,Travel_Rarely,Sales,4,Medical,2,Male,2,Sales Representative,2,Married," 2,269","? 2,269",Upto 5k,0,No,14,3,3,2,3,2,2,2,2
RM1432,32,26-35,No,Travel_Rarely,Sales,4,Marketing,3,Female,3,Sales Executive,4,Married," 10,422","? 10,422",10k-15k,1,No,19,3,14,3,3,14,10,5,7
RM145,32,26-35,No,Travel_Frequently,Sales,2,Medical,4,Male,1,Sales Executive,4,Divorced," 4,668","? 4,668",Upto 5k,0,No,17,3,9,2,4,8,7,0,
RM1450,32,26-35,No,Travel_Rarely,Research & Development,3,Technical Degree,4,Male,3,Research Scientist,1,Single," 2,439","? 2,439",Upto 5k,1,No,14,3,4,4,3,4,2,1,2
RM155,32,26-35,No,Travel_Frequently,Sales,3,Marketing,2,Female,3,Sales Executive,4,Single," 8,998","? 8,998",5k-10k,1,No,14,3,9,2,3,9,8,3,7
RM170,32,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,3,Male,3,Research Scientist,3,Single," 3,038","? 3,038",Upto 5k,3,No,20,4,8,2,3,5,4,1,4
RM239,32,26-35,No,Travel_Rarely,Sales,2,Life Sciences,3,Female,3,Sales Representative,2,Married," 3,931","? 3,931",Upto 5k,2,No,11,3,6,5,3,4,3,1,2
RM242,32,26-35,No,Non-Travel,Sales,4,Marketing,3,Male,3,Sales Executive,4,Married," 4,465","? 4,465",Upto 5k,0,No,18,3,4,2,3,3,2,2,2
RM261,32,26-35,No,Travel_Frequently,Research & Development,3,Life Sciences,2,Male,4,Laboratory Technician,2,Married," 2,794","? 2,794",Upto 5k,1,No,20,4,5,3,1,5,1,0,3
RM263,32,26-35,No,Travel_Rarely,Research & Development,1,Technical Degree,4,Male,2,Laboratory Technician,1,Single," 2,176","? 2,176",Upto 5k,4,No,13,3,9,5,3,6,2,0,4
RM307,32,26-35,No,Travel_Rarely,Sales,3,Life Sciences,4,Male,2,Sales Executive,3,Married," 5,484","? 5,484",5k-10k,1,No,14,3,13,3,2,13,8,4,8
RM320,32,26-35,No,Travel_Rarely,Sales,2,Technical Degree,3,Female,2,Sales Executive,2,Married," 5,228","? 5,228",5k-10k,1,Yes,11,3,13,2,3,13,12,11,9
RM323,32,26-35,No,Travel_Rarely,Research & Development,4,Medical,1,Female,4,Research Scientist,4,Single," 5,055","? 5,055",5k-10k,7,No,16,3,10,0,2,7,7,0,7
RM352,32,26-35,No,Travel_Rarely,Research & Development,3,Medical,3,Female,3,Laboratory Technician,2,Married," 2,370","? 2,370",Upto 5k,1,No,13,3,8,4,3,8,0,0,7
RM501,32,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,1,Female,3,Research Scientist,4,Married," 6,322","? 6,322",5k-10k,1,Yes,12,3,6,2,2,6,4,0,5
RM528,32,26-35,No,Travel_Rarely,Sales,3,Marketing,4,Male,3,Sales Executive,4,Single," 5,396","? 5,396",5k-10k,1,No,12,3,10,2,2,10,7,0,8
RM532,32,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,3,Research Director,4,Single," 11,159","? 11,159",10k-15k,3,No,15,3,10,6,3,7,7,7,7
RM559,32,26-35,No,Travel_Frequently,Research & Development,4,Life Sciences,1,Male,3,Laboratory Technician,4,Married," 5,309","? 5,309",5k-10k,1,No,15,3,10,2,3,10,8,4,7
RM601,32,26-35,No,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,2,Manufacturing Director,3,Married," 6,162","? 6,162",5k-10k,1,No,12,3,14,3,3,14,13,6,8
RM623,32,26-35,No,Travel_Rarely,Sales,4,Life Sciences,2,Male,3,Sales Executive,4,Divorced," 4,403","? 4,403",Upto 5k,2,No,11,3,8,3,2,5,2,0,3
RM627,32,26-35,No,Travel_Rarely,Research & Development,2,Medical,3,Female,4,Research Scientist,3,Married," 5,175","? 5,175",5k-10k,5,No,12,3,9,3,2,5,3,1,3
RM638,32,26-35,No,Non-Travel,Research & Development,3,Life Sciences,4,Male,3,Laboratory Technician,4,Divorced," 2,314","? 2,314",Upto 5k,0,No,12,3,4,2,3,3,0,0,2
RM642,32,26-35,No,Travel_Frequently,Sales,2,Life Sciences,2,Male,3,Sales Executive,2,Married," 6,524","? 6,524",5k-10k,1,No,14,3,10,3,3,10,8,5,3
RM683,32,26-35,No,Non-Travel,Research & Development,3,Life Sciences,3,Female,2,Laboratory Technician,2,Married," 2,332","? 2,332",Upto 5k,6,No,20,4,5,3,3,3,0,0,2
RM693,32,26-35,No,Travel_Rarely,Research & Development,4,Medical,3,Female,3,Manufacturing Director,1,Married," 6,725","? 6,725",5k-10k,1,No,12,3,8,2,4,8,7,6,3
RM757,32,26-35,No,Non-Travel,Research & Development,4,Medical,4,Female,3,Laboratory Technician,3,Single," 4,025","? 4,025",Upto 5k,9,No,12,3,10,2,3,8,7,7,7
RM851,32,26-35,No,Non-Travel,Sales,1,Life Sciences,3,Female,3,Sales Representative,1,Divorced," 2,827","? 2,827",Upto 5k,1,No,12,3,1,3,3,1,0,0,0
RM881,32,26-35,No,Travel_Frequently,Research & Development,3,Other,3,Female,2,Laboratory Technician,2,Married," 2,743","? 2,743",Upto 5k,1,No,20,4,2,2,3,2,2,2,2
RM882,32,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,4,Female,3,Research Scientist,3,Single," 4,998","? 4,998",Upto 5k,4,Yes,14,3,10,2,3,8,7,0,7
RM936,32,26-35,No,Travel_Rarely,Sales,3,Medical,3,Male,4,Sales Executive,4,Married," 6,209","? 6,209",5k-10k,1,No,15,3,10,4,4,10,7,0,8
RM992,32,26-35,No,Travel_Rarely,Sales,1,Marketing,3,Male,3,Sales Executive,2,Married," 4,078","? 4,078",Upto 5k,0,Yes,13,3,4,3,2,3,2,1,2
RM1013,31,26-35,Yes,Travel_Frequently,Sales,4,Life Sciences,2,Female,1,Sales Representative,3,Single," 1,359","? 1,359",Upto 5k,1,No,12,3,1,3,3,1,0,0,0
RM1017,31,26-35,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,Female,2,Research Scientist,2,Single," 1,261","? 1,261",Upto 5k,1,No,12,3,1,3,4,1,0,0,0
RM1034,31,26-35,Yes,Travel_Frequently,Research & Development,5,Life Sciences,3,Female,4,Manufacturing Director,2,Single," 7,446","? 7,446",5k-10k,1,No,11,3,10,2,3,10,8,4,7
RM1037,31,26-35,Yes,Travel_Frequently,Research & Development,3,Life Sciences,2,Male,3,Laboratory Technician,4,Married," 3,722","? 3,722",Upto 5k,6,Yes,13,3,7,2,1,2,2,2,2
RM1086,31,26-35,Yes,Travel_Frequently,Research & Development,3,Life Sciences,4,Female,3,Research Scientist,3,Single," 4,084","? 4,084",Upto 5k,1,No,12,3,7,2,1,7,2,7,7
RM125,31,26-35,Yes,Travel_Rarely,Sales,4,Life Sciences,2,Male,1,Sales Executive,3,Married," 6,172","? 6,172",5k-10k,4,Yes,18,3,12,3,2,7,7,7,7
RM1258,31,26-35,Yes,Travel_Rarely,Sales,4,Marketing,1,Male,3,Sales Executive,3,Married," 8,161","? 8,161",5k-10k,2,No,13,3,10,2,3,1,0,0,0
RM1313,31,26-35,Yes,Travel_Rarely,Human Resources,5,Human Resources,4,Male,4,Human Resources,1,Married," 2,956","? 2,956",Upto 5k,0,No,17,3,2,4,3,1,0,0,0
RM133,31,26-35,Yes,Travel_Rarely,Sales,3,Life Sciences,2,Female,1,Sales Executive,3,Married," 4,559","? 4,559",Upto 5k,3,Yes,11,3,4,2,3,2,2,2,2
RM1396,31,26-35,Yes,Travel_Frequently,Sales,4,Marketing,1,Male,3,Sales Executive,4,Married," 5,617","? 5,617",5k-10k,1,Yes,11,3,10,4,3,10,7,0,8
RM260,31,26-35,Yes,Travel_Frequently,Research & Development,2,Medical,3,Male,2,Laboratory Technician,2,Single," 3,479","? 3,479",Upto 5k,0,No,11,3,6,2,4,5,4,1,4
RM440,31,26-35,Yes,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,3,Healthcare Representative,3,Married," 9,824","? 9,824",5k-10k,3,No,12,3,12,2,3,1,0,0,0
RM483,31,26-35,Yes,Travel_Rarely,Sales,4,Medical,2,Male,3,Sales Executive,1,Divorced," 4,233","? 4,233",Upto 5k,2,No,17,3,9,2,1,3,1,1,2
RM710,31,26-35,Yes,Non-Travel,Research & Development,2,Medical,3,Male,2,Research Scientist,1,Single," 2,321","? 2,321",Upto 5k,0,Yes,22,4,4,0,3,3,2,1,2
RM832,31,26-35,Yes,Travel_Frequently,Research & Development,3,Medical,3,Male,3,Laboratory Technician,3,Married," 2,610","? 2,610",Upto 5k,1,No,12,3,2,5,2,2,2,2,2
RM953,31,26-35,Yes,Travel_Frequently,Sales,3,Life Sciences,4,Female,3,Sales Representative,2,Single," 2,302","? 2,302",Upto 5k,1,Yes,11,3,3,2,4,3,2,2,2
RM981,31,26-35,Yes,Travel_Frequently,Sales,3,Life Sciences,3,Female,2,Sales Representative,4,Single," 2,785","? 2,785",Upto 5k,7,No,14,3,3,3,4,1,0,0,0
RM986,31,26-35,Yes,Travel_Rarely,Research & Development,4,Medical,4,Male,3,Manufacturing Director,3,Married," 6,179","? 6,179",5k-10k,1,Yes,15,3,10,3,2,10,2,6,7
RM013,31,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,1,Male,3,Research Scientist,3,Divorced," 2,911","? 2,911",Upto 5k,1,No,17,3,5,1,2,5,2,4,3
RM059,31,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,4,Male,3,Laboratory Technician,4,Divorced," 5,915","? 5,915",5k-10k,3,No,22,4,10,3,2,7,7,1,7
RM073,31,26-35,No,Travel_Rarely,Research & Development,4,Medical,3,Male,3,Research Scientist,2,Single," 2,501","? 2,501",Upto 5k,1,No,17,3,1,4,3,1,1,1,
RM076,31,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,3,Manufacturing Director,4,Single," 4,424","? 4,424",Upto 5k,1,No,23,4,11,2,3,11,7,1,
